gvkey,yq,debt_ebitda_wr,efftax_wr,debt_at_wr,intcov_ratio_wr,delta3y_lev_ft,dv_wr,bm_wr,zscore_ft,cash_pred_ft,ab_ret3m_ft,num3m_seo_ft,seo_flag
1050,2016q3,2.6852005,0.40076551,0.24689923,3.8638155,-0.012183562,0.22805065,0.54313093,84.233223,111.116,0.059965193,47,0
1050,2018q1,4.064487,0.77061176,0.21321949,0.96637809,-0.057258278,0,0.94921565,89.867477,57.605,0.10193225,34,0
1050,2019q3,3.0646467,0.027073238,0.2294631,3.177141,-0.017436132,0,0.70646346,66.979698,45.014,0.002219932,27,0
1050,2019q4,2.8805861,-0.32696342,0.21310601,3.9267559,-0.061572403,0,1.2056103,78.409447,37.403,-0.078437559,43,0
1050,2020q1,4.1496568,-0.29846922,0.27294573,4.3013854,0.014359862,0,0.85721809,133.14871,106.24001,0.050369844,24,0
1050,2020q2,2.8071516,0.01666088,0.21709545,5.1880736,-0.044897303,0,0.79876691,90.279472,54.268997,0.002857212,107,0
1050,2020q3,2.8363161,-0.016813066,0.21027268,5.6620383,-0.058048859,0,0.84124058,90.284187,56.908997,-0.06363792,39,0
1050,2020q4,2.9999344,0.3100304,0.21830896,5.8254595,-0.07386592,0,0.74321878,90.471786,34.940002,0.025114277,83,0
1078,2015q1,1.9679487,0.28270042,0.20659009,18.628048,-0.060120255,0.18055555,0.29936418,12938.201,11687,0.01983525,59,0
1078,2016q1,1.7933195,0.15653197,0.21671671,17.707447,0.050331384,0.18126176,0.3588078,4818.8945,-716,-0.027093505,28,0
1078,2017q1,4.4486918,0.3481071,0.33820024,9.5224276,0.15181936,0.33236995,0.37180102,15221.738,1147,0.022895928,46,0
1078,2018q1,3.0897672,0.79568791,0.30872399,4.3420482,0.1021339,1.3270271,0.29364911,7147.3726,4398,-0.003813757,34,0
1078,2019q1,2.6465895,0.15517241,0.2944091,5.6389608,0.077692389,0.2189074,0.20843495,6358.6567,5491,0.007014176,44,0
1078,2020q1,2.2400393,0.12726827,0.27362713,7.9435735,-0.064573109,0.18027692,0.18684746,5631.7397,5652,-0.019596912,24,0
1094,2015q1,1.857524,0.36847997,0.22259618,11.861547,0.060238689,0.069249243,0.33480451,204.52576,-51.375992,0.037875656,59,0
1094,2015q2,1.6772794,0.37839043,0.22491394,13.613303,0.071996942,0.051727738,0.31413722,226.35965,25.300001,0.063279018,46,0
1094,2015q3,1.5278348,0.37988335,0.22441435,16.383171,0.063714579,0,0.33263725,246.8031,21.622997,-0.024623377,23,0
1094,2015q4,1.5341166,0.37918225,0.2213641,14.057055,0.070305437,0.089940675,0.42479542,275.56982,35.220997,-0.045752738,30,0
1094,2016q1,1.5505261,0.36667225,0.2156188,11.061288,0.083994538,0.04295186,0.47609225,292.59573,34.992004,-0.032090537,28,0
1094,2016q2,1.7054642,0.3544398,0.21966316,8.1397734,0.12051032,0.049847554,0.54953951,307.81268,60.700005,-0.060674723,48,0
1094,2016q3,1.8548782,0.34606034,0.22062255,6.1361489,0.14184669,0.065454058,0.48132548,318.93478,79.530006,0.035713777,47,0
1094,2016q4,6.3448157,0.33534658,0.36654529,5.0550051,0.29457432,0.095485039,0.84987593,303.26779,-182.56598,-0.12148999,46,0
1094,2017q1,5.6207786,0.34194049,0.347424,3.7667415,0.28338733,0.122536,0.88162374,300.01682,-180.31001,-0.016024517,46,0
1094,2017q2,5.1872396,0.34473825,0.34065798,2.817121,0.11522079,0.16587552,1.2008225,299.83234,-185.11101,-0.11423453,33,0
1094,2017q3,4.4794655,0.41465536,0.32572475,2.3891063,0.090669498,0.25990596,1.287896,290.06049,-133.76401,-0.046824198,33,0
1104,2015q1,2.8183305,0.29618895,0.34964466,14.814259,0.029705167,0.06094297,0.65755188,57.744427,2.5409999,-0.00278685,59,0
1104,2015q2,3.0440793,0.28398404,0.33749342,13.966432,0.004830092,0.059502486,0.73760146,64.401016,0.95999992,0.011238989,46,0
1104,2015q3,2.868006,0.28559285,0.32974532,14.424683,-0.029708415,0.059488401,0.74514878,64.057251,3.9959998,-0.016428888,23,0
1104,2015q4,2.6444535,0.27517387,0.31825942,13.591228,-0.040294558,0.063412592,0.7936455,60.339153,0.23100007,-0.018770948,30,0
1104,2016q1,3.569243,0.27624229,0.404304,12.660772,0.030956835,0.068047941,0.71013564,65.011879,-6.6170006,0.031599548,28,0
1104,2016q2,3.7654276,0.26610419,0.38978115,12.505065,0.041729331,0.060766425,0.65488869,74.071243,-7.1040001,0.031780798,48,0
1104,2016q3,3.6337512,0.23909874,0.3995693,10.935443,0.045714229,0.057829641,0.53807181,73.737854,-0.6069997,0.054084867,47,0
1104,2016q4,3.0313852,0.2195545,0.35774335,9.715765,0.021193177,0.05691335,0.49490675,66.631775,5.1590004,0.014643759,46,0
1104,2017q1,3.9545577,0.22043012,0.44291645,9.1793242,0.1631217,0.055845246,0.48568568,73.558502,4.4060006,-0.002793136,46,0
1104,2017q2,4.426053,0.19083187,0.42936304,7.543046,0.073344529,0.060452487,0.63628864,79.050476,4.8280001,-0.083916187,33,0
1104,2017q3,4.3523951,0.19932999,0.4143756,6.6015224,0.057147801,0.070559151,0.64241892,79.338005,2.1870003,-0.01399821,33,0
1104,2017q4,4.4004455,0.37594333,0.41338795,5.9404669,0.10891679,0.091559723,0.71021253,75.769058,-1.5739996,-0.032520346,37,0
1104,2018q4,4.1169753,0.1686856,0.40185609,3.9428873,0.083596677,0.080687255,0.97605193,74.163643,1.337,-0.000742577,25,0
1104,2019q1,4.3597369,0.17021278,0.43090901,3.8335848,0.02660501,0.087265678,0.69849765,75.461548,5.0159998,0.11244249,44,0
1104,2019q2,4.0671983,0.1518525,0.38788345,3.8083334,-0.001897693,0.0828548,0.81652552,75.849258,4.1859999,-0.035474077,40,0
1104,2019q3,3.7971542,0.16099478,0.3831594,4.0307689,-0.016409904,0.078783154,0.69000733,75.431404,13.543,0.030142831,27,0
1104,2019q4,3.3463159,0.15726732,0.35841408,4.6110506,0.000670731,0.071817189,0.820575,70.767616,17.175001,0.023235507,43,0
1104,2020q1,3.231981,0.16424581,0.3699432,5.4298778,-0.072973251,0.066844918,0.727754,70.885658,13.722001,-0.026644949,24,0
1104,2020q2,3.4632292,0.19075432,0.36480865,6.8821402,-0.064554393,0.06142506,0.76810288,80.892235,10.714001,-0.027086057,107,0
1104,2020q3,2.9224601,0.20281146,0.32292286,9.189991,-0.091452748,0.057025027,0.60232157,77.442085,6.0110002,0.045423761,39,0
1104,2020q4,3.164073,0.17584208,0.36945489,12.088983,-0.043933064,0.049882703,0.47707438,79.514381,-5.3839998,0.077279299,83,0
1161,2018q1,3.8027396,0.20588236,0.36885464,1.688,-0.2927556,0,0.048921503,1266.5068,1257,0.13121504,34,0
1161,2019q1,2.5329566,-0.12396694,0.27276415,3.0683761,-0.47731972,0,0.054211684,2301.2542,1027,0.048311073,44,0
1209,2015q1,2.1867325,0.26478913,0.33898866,11.389974,0.022094876,0.15946652,0.28701475,43.251534,-215.80003,-0.032331213,59,0
1209,2015q2,2.11218,0.26370391,0.33178848,11.716033,0.048411816,0.16711487,0.31415296,223.38977,-48.19997,0.00473108,46,0
1209,2015q3,2.0877874,0.24002983,0.33713534,12.316513,0.02477774,0.13551803,0.29076514,-881.49109,193.89999,-0.010968184,23,0
1209,2015q4,2.1262336,0.24261905,0.33706251,12.28475,-0.009954423,0.1407246,0.26391318,-948.60046,352.20001,0.034176305,30,0
1209,2016q1,2.1913371,0.24729316,0.34608704,11.811955,-0.001229048,0.14246105,0.25411063,-966.07178,362.99991,-0.011440536,28,0
1209,2016q2,2.2179427,0.27852905,0.33270115,11.437586,-0.017775953,0.16071275,0.24419367,-332.69052,870.20001,0.005556389,48,0
1209,2016q3,2.5669868,0.27827093,0.34478518,10.618662,-0.006675035,0.16944066,0.25092289,1243.8562,2323.7,0.006110478,47,0
1209,2016q4,1.7822534,0.27500662,0.27064088,10.66261,-0.073664516,0.17464025,0.26634169,746.34003,1324.4001,-0.036724985,46,0
1209,2017q1,1.5839103,0.2709257,0.2150463,10.685348,-0.12827609,0.17075843,0.32002792,3233.8982,7030,0.011273301,46,0
1209,2017q2,1.5960647,0.27031097,0.21989717,11.363637,-0.11510681,0.21788122,0.30481389,3500.4807,6854.3999,0.003577822,33,0
1209,2017q3,1.5658289,0.18423839,0.21458586,11.926933,-0.12955417,0.18247531,0.30260566,4069.4114,7065.6001,0.010201456,33,0
1209,2017q4,1.3486238,0.30919164,0.19294517,12.591642,-0.15232627,0.19982666,0.31404853,4232.9561,6455.8003,-0.005870758,37,0
1209,2018q1,1.3260829,0.27094209,0.19266818,13.197173,-0.14632048,0.18080667,0.33046648,4377.0654,3440.3,-0.015976343,34,0
1209,2018q2,1.3870298,0.23090622,0.20156202,12.831828,-0.13022646,0.16324735,0.30479899,3539.0557,3013.8999,0.003723985,33,0
1209,2018q3,1.3321453,0.2601985,0.1987976,12.608667,-0.13833775,0.16570486,0.331047,3296.9529,2694.8999,0.041134603,31,0
1209,2018q4,1.2864558,0.17788838,0.19683941,12.249682,-0.1402231,0.14658573,0.27781582,3348.499,2783,0.02017894,25,0
1209,2019q1,1.25648,0.1970343,0.19698095,12.347368,-0.14910609,0.14621158,0.24023154,3392.1726,2279.1001,0.048743941,44,0
1209,2019q2,1.2393978,0.19280609,0.19556212,12.973232,-0.13713902,0.14932445,0.24974042,3317.4229,2319.1001,-0.004920717,40,0
1209,2019q3,1.0383042,0.20969644,0.17558122,14.089701,-0.16920397,0.14522728,0.22866128,3362.6997,2210,-0.007981846,27,0
1209,2019q4,1.1203216,0.19448133,0.18857497,16.507149,-0.08206591,0.13542715,0.28074077,3485.9561,2205,0.022802014,43,0
1209,2020q1,0.90622032,0.20208548,0.15658523,18.903061,-0.05846107,0.13068558,0.22908004,3463.7317,2312,-0.003807589,24,0
1209,2020q2,2.554353,0.2055988,0.34665343,18.858248,0.12675627,0.15432356,0.19152226,7703.0356,5762.0996,0.042719871,107,0
1209,2020q3,2.5017452,0.19737603,0.33034548,17.079872,0.11575963,0.15570752,0.21595162,7526.0249,5832.6997,-0.075101137,39,0
1209,2020q4,2.407511,0.19613226,0.30691773,14.516195,0.11397256,0.15613306,0.22007744,6992.8701,5512.7998,-0.007735018,83,0
1210,2017q2,2.9593694,0.25600418,0.33112952,41.406666,0.30845004,0,0.65023059,41.926186,-9.7930031,-0.067291081,33,0
1210,2017q3,2.9433453,0.27261928,0.31039965,12.368644,0.27658275,0,0.48041314,32.80904,4.048995,0.088698447,33,0
1210,2017q4,5.1547689,0.47441104,0.43499726,3.9718776,0.43499726,0,0.46272519,39.460766,-0.64600307,0.010357652,37,0
1210,2018q1,6.9436822,0.073529415,0.49497154,2.5089283,0.37991261,0,0.36982489,39.597897,-40.983002,0.085113809,34,0
1210,2018q2,4.8790588,0.049531735,0.42081037,2.1226053,0.3052848,0,0.41583654,33.363926,-25.363997,-0.018697402,33,0
1210,2018q3,7.238873,-0.14054599,0.50432402,1.2655965,0.47435936,0,0.552432,27.214479,-44.562016,-0.047773659,31,0
1210,2018q4,6.1639752,-0.079579562,0.57140535,1.4813539,0.56700397,0,0.39158815,20.51511,-49.566006,0.029502373,25,0
1210,2019q1,3.4762137,0.29507375,0.50071216,2.7271664,0.46497253,0,0.46191761,25.007317,12.705006,-0.023240834,44,0
1210,2019q2,4.8253365,0.16675244,0.5583123,2.0419338,0.44914883,0,0.35126507,36.486099,19.117001,0.024041377,40,0
1210,2019q4,5.7513032,0.1975508,0.63401419,2.1133475,0.31926924,0,0.66544956,51.097267,21.953989,-0.073284283,43,0
1230,2015q1,0.57787812,0.3791157,0.11981279,21.893618,-0.11188547,0.039393939,0.35132945,-121.83101,1663,-0.009197176,59,0
1230,2015q2,0.51628554,0.37904599,0.11496913,25.266666,-0.095315546,0.035665296,0.2906023,-324.29224,1487,0.099030614,46,0
1230,2015q3,0.45309508,0.37837839,0.10816576,28.522728,-0.087949112,0.032298137,0.30747631,-163.37335,1748,-0.014352885,23,0
1230,2015q4,0.41575757,0.35365853,0.10500536,31.666666,-0.082460575,0.028301887,0.30279925,-168.03864,2060,0.00507255,30,0
1230,2016q1,0.37747958,0.35263929,0.094743006,31.40909,-0.072868623,0.038505096,0.43669918,-172.16245,2463,-0.11514502,28,0
1230,2016q2,0.35030779,0.35440341,0.088983655,34.333332,-0.068911076,0.03740374,0.41298127,-66.420486,2573,0.027458055,48,0
1230,2016q3,1.1893096,0.35105607,0.24554546,33.279068,0.093208373,0.03815937,0.32885313,1775.2415,4081,0.090579465,47,0
1230,2016q4,1.6205577,0.39479554,0.29753062,26.654545,0.1483357,0.041769043,0.29752779,-579.49292,230,-0.00486155,46,0
1230,2017q1,1.6482441,0.39497909,0.27790719,20.477612,0.14030613,0.051175658,0.31785029,-743.98773,192,-0.017600592,46,0
1230,2017q2,1.5468577,0.39471579,0.26175374,17.273809,0.12570685,0.048941799,0.40992433,-656.48566,566,-0.066657163,33,0
1230,2017q3,1.4711329,0.39952531,0.25151318,14.939394,0.11921684,0.048748352,0.46133542,-658.80847,227,-0.032183286,33,0
1230,2017q4,1.5147406,0.17169975,0.23919925,12.854369,0.109285,0.038541667,0.54607344,-662.4809,2134,-0.051606067,37,0
1230,2018q1,1.5658568,0.14858261,0.2257559,11.647058,0.10594311,0.044776119,0.51198268,-1051.4193,1861,-0.018126164,34,0
1230,2018q2,1.6875912,0.04579208,0.20913614,9.7722769,0.094167009,0.051880676,0.47427464,-981.80341,1800,0.024186868,33,0
1230,2018q3,1.6323411,-0.079999998,0.18626641,8.8247423,0.078100652,0.053497944,0.57130969,-996.2373,1812,0.014060929,31,0
1230,2018q4,1.7928389,0.25299147,0.1927236,8.5164833,0.087718241,0.091533184,0.61479998,-1383.9106,1369,-0.067365885,25,0
1230,2019q1,3.1309524,0.25299147,0.29129747,8.6067419,0.19655445,0.098398171,0.54092479,-1660.167,1896,0.034967981,44,0
1230,2019q2,2.8274479,0.25258493,0.27202532,9.8571424,0.18304166,0.084980235,0.56926215,-1577.3448,2238,0.007185331,40,0
1230,2019q3,2.4636297,0.2447466,0.25826082,11.7,0.012715355,0.070376433,0.59483355,-1370.8386,2241,-0.01291813,27,0
1230,2019q4,2.0960784,0.24311024,0.24682522,14.192307,-0.050705403,0.057217166,1.4458474,-1395.1051,2489,-0.17550308,43,0
1230,2020q1,2.9501133,0.23088023,0.29207513,13.014493,0.014167935,0.084427767,1.0528845,-1388.002,2623,0.012683362,24,0
1230,2020q2,11.487936,-0.11764706,0.30611515,-0.81818181,0.044361413,0,0.98919547,-1050.0542,3262,-0.027975567,107,0
1254,2015q1,1.5849701,0.41333333,0.26014438,9.4399996,0.028598145,0.08116883,0.38241604,400.14114,430.5,-0.000871268,59,0
1254,2015q2,2.0338583,0.45817247,0.29927006,10.448863,-0.014138937,0.087885991,0.42504445,21.592346,135.80002,-0.001706002,46,0
1254,2015q3,1.6563467,0.42715776,0.27724996,11.977654,-0.006392688,0.075815745,0.4135468,62.637596,184.29999,0.016219186,23,0
1254,2015q4,1.4548223,0.42069742,0.25745597,11.464865,-0.014280379,0.077669904,0.43612412,-21.135391,176.2,-0.020539675,30,0
1254,2016q1,1.6423209,0.42420611,0.2874037,10.60733,0.025395364,0.082206041,0.53908902,-0.42944264,104.40005,-0.077303186,28,0
1254,2016q2,1.6599714,0.37753886,0.27413812,8.7333326,0.023902774,0.075815745,0.43888503,-40.653244,120.20001,0.059171945,48,0
1254,2016q3,3.2097983,0.37588653,0.39187691,7.040359,0.1542929,0.093181819,0.52397341,26.06435,-193.90005,-0.052526247,47,0
1254,2016q4,3.092926,0.3762452,0.36660877,5.8838177,0.13741706,0.10073709,0.59898156,-4.1780281,-180.90004,-0.052472521,46,0
1254,2017q1,3.5468183,0.36609557,0.38355288,4.5559702,0.098199904,0.11806543,0.63179201,33.19051,-173.10001,-0.026033711,46,0
1254,2017q2,3.3022339,0.36889988,0.36968568,4.594306,0.091289073,0.1074705,0.68839502,8.8366709,-184,-0.033642128,33,0
1254,2017q3,3.5944326,0.37334317,0.38730964,4.4633331,0.10989928,0.10223266,0.71432614,23.931406,29.900002,0.000188012,33,0
1254,2017q4,3.8906038,-0.85303521,0.38135707,3.7570977,0.11484259,0.037068967,0.78870499,-22.594334,-67.700005,-0.009067543,37,0
1254,2018q1,4.0124335,-0.713467,0.39494732,3.8109758,0.13480294,0.036371239,0.59496886,-6.2444859,-93.999992,0.093295567,34,0
1254,2018q2,4.2213674,-0.75247526,0.39154351,3.5304348,0.092273444,0.034705408,0.59042519,-36.401524,-147.80003,-0.009467546,33,0
1254,2018q3,4.1636863,-0.8144989,0.37506196,3.3259668,0.097811997,0.035252642,0.77167553,-27.736189,-65.600014,-0.013983797,31,0
1254,2018q4,3.8681121,0.26201761,0.35236999,3.3957217,0.094914019,0.083486244,0.69099814,-61.00341,33.799988,0.000114314,25,0
1254,2019q1,5.2812648,0.21506949,0.41807383,3.1000001,0.13067013,0.084808946,0.6496613,-123.67678,55.500027,0.015559058,44,0
1254,2019q2,5.3141742,0.23057851,0.41053623,2.9287598,0.13639811,0.097744368,0.67751545,-161.2485,126.40002,-0.00982671,40,0
1254,2019q3,5.537488,0.23472948,0.41302928,2.8526316,0.021152377,0.10832383,0.64815164,-164.13788,63.300034,0.001409022,27,0
1254,2019q4,5.8600864,0.23283859,0.42981654,2.8425198,0.063207775,0.11487304,0.86750638,-175.01028,-66.900002,-0.015612289,43,0
1254,2020q1,5.5913372,0.25478348,0.41877359,2.7557254,0.035220712,0.12837838,0.91050398,-193.15352,-28.100012,-0.085588492,24,0
1254,2020q2,4.7993169,0.2514818,0.40466589,3.1582913,0.034980208,0.10859729,0.67420733,-209.51581,-25.399902,0.083466999,107,0
1254,2020q3,3.7712557,0.25258043,0.37770334,4.4867725,-0.009606302,0.081234768,0.51450348,-194.77438,66.300026,0.077434197,39,0
1254,2020q4,2.7218759,0.25444016,0.34616977,7.2988505,-0.035187304,0.052304506,0.46625707,-244.42818,214.80005,0.035794504,83,0
1266,2015q1,7.7482548,0.46010369,0.48719123,3.7420709,0.21923348,0.030539626,0.48973331,75.061394,-174.33199,-0.040842507,59,0
1266,2015q2,4.3172936,0.44570518,0.44877738,5.4447923,0.23404565,0.021973649,0.59826189,72.116554,-147.76901,-0.010154579,46,0
1266,2015q3,4.3180032,0.45271507,0.44888183,3.8053033,0.23330288,0.037687302,0.61464107,58.149342,-152.65701,-0.034964353,23,0
1266,2015q4,4.9978809,0.50543648,0.4878183,3.0550578,0.27481306,0.10086051,0.82662272,78.796059,11.253992,-0.10811408,30,0
1266,2016q1,4.1254058,0.51508003,0.44403172,3.3903446,0.23681381,0.05198358,0.78907567,63.002327,37.423992,0.022816218,28,0
1266,2016q2,5.1078997,0.57841384,0.43694082,2.2538259,0.23710726,0.099620692,0.94042218,72.201447,32.223003,-0.053623322,48,0
1266,2016q3,5.2505307,0.44238782,0.44217092,2.3093891,0.26112083,0.070928067,0.90474564,66.676964,12.568998,-0.010783972,47,0
1266,2016q4,5.4768705,0.43433163,0.46690091,2.4209304,0.28330648,0.060224935,0.91883653,82.100807,11.093999,-0.027382946,46,0
1266,2017q1,6.0022888,0.4570336,0.43910652,1.8827537,0.26054513,0.092940964,0.8156575,83.334152,-0.62800062,0.049302749,46,0
1266,2017q2,5.5692759,0.43725026,0.41893381,1.9561331,0.24729031,0.08092767,0.76812822,66.511513,20.661997,0.014992021,33,0
1266,2018q3,11.583774,0.029567854,0.41441163,0.1466189,-0.034470201,0.037701149,0.89699781,62.127697,58.789997,0.009352788,31,0
1266,2018q4,10.758162,0.88651091,0.4708015,0.45074692,-0.017016798,0.24333152,0.90577441,34.243664,25.911997,-0.068451062,25,0
1266,2019q1,7.7540503,0.30069694,0.47148785,1.2194827,0.027456135,0.030071152,0.84175861,40.427689,2.6619983,0.026242554,44,0
1266,2019q2,3.8360922,0.23876928,0.41240591,3.3411074,-0.024534911,0.020324836,0.81483275,26.804083,16.935991,0.039545156,40,0
1266,2019q3,3.7045164,0.25447416,0.38831973,3.6380043,-0.053851187,0.012951656,0.84541923,41.558472,51.160992,-0.010726398,27,0
1266,2019q4,3.6447508,0.25214192,0.38387534,3.6283791,-0.083025575,0.010902631,0.97601765,38.680061,48.696995,0.027837526,43,0
1266,2020q1,6.3401685,0.26083043,0.4648093,2.7481859,0.025702775,0.018105887,0.98244578,112.52933,133.97701,-0.069027022,24,0
1266,2020q2,13.74164,0.25292885,0.4564639,0.17412597,0.037530094,0.029302914,1.0767049,108.08018,108.431,-0.058292784,107,0
1266,2020q3,8.9211397,0.24422348,0.35597271,0.33236229,-0.084668815,0.028442226,1.0997821,38.538223,0.18999662,-0.019126557,39,0
1266,2020q4,9.0271406,0.24314797,0.36416447,0.38234016,-0.092255026,0.025228329,1.1539276,49.352051,-1.7930053,-0.029980229,83,0
1356,2015q1,2.1867559,0.49760383,0.24701631,5.1439538,0.0076482,0.11754967,0.84492832,3191.0493,1388,-0.048489925,59,0
1380,2015q1,1.3839389,0.1392405,0.16564637,1.6116751,-0.006026819,0.075630255,1.2206488,1029.0212,3982,-0.004972861,59,0
1410,2015q1,1.9195839,0.34490374,0.16249047,12.352006,0.007201091,0.11583865,0.54114717,569.42578,61.362984,0.01076903,47,0
1410,2015q2,1.6684783,0.34125638,0.13919115,12.114285,-0.002604127,0.11597938,0.66966766,531.98468,59.199963,-0.032338042,38,0
1410,2015q3,2.0911584,0.23650384,0.13474958,8.666667,0.001196832,0.15319866,0.6288017,536.50409,102.49996,-0.005657108,50,0
1410,2015q4,1.0360656,0.25276241,0.073495209,9.3627453,-0.04152412,0.16635861,0.5664624,458.63031,254.50002,0.0425971,30,0
1410,2016q1,1.8592737,0.23823112,0.12712841,9.4803925,-0.075443447,0.17228463,0.4880625,469.10754,184.50002,0.034297109,28,0
1410,2016q2,1.363577,0.17383178,0.095628291,9.396039,-0.089308068,0.21040724,0.44824672,406.25284,203.90004,0.014621328,18,0
1410,2016q3,1.2256831,0.038022812,0.10016076,12.184465,-0.06551411,0.12121212,0.43981531,433.59552,174.89999,-0.004208467,31,0
1410,2016q4,1.5261661,-0.20038533,0.11761354,11.375001,-0.030963585,0.14767255,0.40268204,477.36285,-8.7000427,0.004630894,31,0
1410,2017q1,1.7018909,-0.069306932,0.12687093,11.247706,-0.042640492,0.14506172,0.39333722,385.45181,51.10001,-0.024638494,39,0
1410,2017q2,1.4421381,0.096774206,0.11607218,11.81739,-0.035725549,0.10602679,0.3463237,389.32214,57.299992,-0.012291376,31,0
1410,2017q3,1.365841,0.12328768,0.11249947,11.525424,-0.031260334,0.10602679,0.3932521,434.58768,48.699986,-0.053055812,32,0
1410,2017q4,6.8820095,0.10126583,0.30902797,5.2656245,0.16319369,0.14212549,0.65147144,575.54218,-844.99994,-0.035276957,43,0
1410,2018q1,6.0311704,-0.27298445,0.31085068,3.6622515,0.14836021,0.12777779,0.75564879,624.5423,-789.80005,-0.054344609,45,0
1410,2018q2,4.9972925,-0.54428041,0.29531455,2.9805355,0.1561234,0.13739547,0.69524002,616.31995,-754.49988,0.013652913,28,0
1410,2018q3,3.9423299,-0.21902016,0.27414179,2.8825834,0.13939221,0.1359338,0.70748335,567.59943,-723.19989,0.053490493,45,0
1410,2018q4,3.0696306,-0.093500569,0.25885597,3.5748613,0.18536076,0.11991658,0.61982208,457.09311,261.99997,0.001444198,33,0
1410,2019q1,3.2632968,0.18856569,0.2679579,3.6048689,0.14082949,0.14709517,0.56146204,522.6344,192.80003,0.022636633,25,0
1410,2019q2,3.1009114,0.22060165,0.25539559,3.7915871,0.1597673,0.13918129,0.62763524,518.59076,199.99992,-0.030243205,32,0
1410,2019q3,2.8860445,0.25632378,0.24690171,4.0630975,0.14674094,0.13605443,0.61296505,533.03424,184.20004,-0.013089545,33,0
1410,2019q4,2.4044406,0.20411986,0.21702865,4.4207435,0.099415109,0.093333334,0.97940326,450.31262,222.29996,-0.061922066,30,0
1410,2020q1,3.0264826,0.2040246,0.27329677,5.0690379,0.14642584,0.086376406,0.66368431,499.38452,245.09993,0.07296396,58,0
1410,2020q4,2.3046288,0.99624795,0.23596071,6.5089684,-0.073067263,61.5,0.44155023,549.01251,822.6001,0.088612206,75,0
1439,2015q1,3.0695708,0.37098265,0.42456496,4.8415723,0.24754311,0.11208981,0.33468419,81.593269,-431.60202,-0.008467319,59,0
1439,2015q2,2.7666748,0.41506532,0.41803166,3.9144294,0.18667944,0.12987705,0.37079796,75.07711,64.512001,-0.008977516,46,0
1439,2015q3,2.919966,0.4262405,0.41686937,3.6077926,0.19561608,0.14700572,0.42917225,137.47812,59.211998,-0.076584771,23,0
1439,2015q4,2.3621466,0.45339879,0.38049865,3.4031234,0.17473169,0.15274687,0.35253346,67.75531,81.806999,0.06563919,30,0
1439,2016q1,2.3214412,0.45787346,0.36904031,3.579087,0.18263093,0.14371125,0.34294626,63.119457,100.063,0.005909067,28,0
